2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,LF,,,,Total,,2013,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,Onchocerciasis,,LF,,,,Total
Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,Impact of AL,Impact of AS+SP,Impact of DHA-PPQ,Impact of AS+MQ,Impact of AS+AQ,Impact of CQ+PQ,Impact of DHA-PPQ+PQ,Impact of ART+NQ,Impact of ART+PPQ,Impact of AL+PQ,Impact of AS+AQ+PQ,Impact of SP,Impact of AS+MQ+PQ,Impact of QN+CL,Impact of QN+CD,Total Impact (p.falc),Impact of CQ+PQ,Impact of CQ,Impact of DHA-PPQ,Impact of QN,Impact of AL,Impact of AL+PQ,Impact of AS,Impact of AS+AQ,Impact of AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Impact of ATV/r,Impact of NFV,Total Impact,Impact Score'!CP5=,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,,,Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,Total Impact (p.falc),CQ+PQ,CQ,DHA-PPQ,QN,AL,AL+PQ,AS,AS+AQ,AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Total Impact,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Ivermectin,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,
Japan,387.82,"127,753.35",0,0,0,4.53,"128,145.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29,0.53,7.11,0.15,7.72,6.99,0.95,0.82,11.6,3.06,0,0,56.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"128,201.94",,Japan,"1,095.80","58,805.38",0,0,0,3.86,"59,905.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99,0,8.34,0,4.66,2.84,1.52,0,12.67,2.51,46.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,951.56"
Jordan,0,"3,130.72",4.11,0.64,7.24,0.97,"3,143.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,143.67",,Jordan,0,976.81,2.27,0.35,3.16,0.41,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
Kazakhstan,"1,049.84","107,484.68","2,411.90",373.41,"4,427.05",202.75,"115,949.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.03,3.16,320.64,6.04,327.97,318.11,51.19,20.22,535.2,165.31,0,0,"2,505.88",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"118,455.50",,Kazakhstan,"1,358.16","72,980.39","2,466.13",381.8,"3,869.81",300.95,"81,357.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.39,0,139.15,0,77.68,47.35,25.36,0,211.39,41.92,776.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,133.48"
Kenya,"164,755.25","338,889.66",39.91,6.18,60.42,272.01,"504,023.43","339,892.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"339,892.97",0,0,0,0,0,0,0,0,0,0,"339,892.97","113,290.73","1,423.15","47,911.04",878.64,"49,738.49","45,491.79","6,741.27","3,585.69","79,502.64","22,080.87",0,0,"370,644.32",1.16,1.38,-,-,-,-,7,9.25,-,-,-,-,0.16,-,-,-,-,-,2.54,16.25,0.16,18.94,,-,,-,-,-,-,-,-,-,-,"1,214,579.66",,Kenya,"195,003.14","461,432.31",8.62,1.33,15.4,525.27,"656,986.06","3,280.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,280.83",0,0,0,0,0,0,0,0,0,0,"3,280.83","25,756.34",0,"15,491.42",0,"8,546.07","4,964.90","2,622.81",0,"23,414.26","4,341.67","85,137.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"745,404.35"
Kiribati,0,"1,293.70",0,0,0,0.98,"1,294.68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.01,0.18,0,0.19,0.18,0.03,0.02,0.3,0.08,0,0,1.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47,-,0.47,"1,296.58",,Kiribati,0,640.13,0,0,0,0.55,640.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.03,0,0.02,0.01,0.01,0,0.05,0.01,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.88
Kuwait,8.07,"3,719.00",0.49,0.08,1.7,0.08,"3,729.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,729.42",,Kuwait,0,"1,346.01",0,0,0,0.06,"1,346.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,346.07"
Kyrgyzstan,"21,508.13",0,162.38,25.14,299.43,56.09,"22,051.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.26,3.9,50.14,1.11,54.56,49.82,6.79,5.95,81.66,21.83,0,0,398.02,"7,509.77",-,-,-,-,-,0.14,-,-,-,-,-,-,-,-,-,-,-,"7,509.77",0.14,-,"7,509.91",-,-,-,-,-,-,-,-,-,-,-,"29,959.11",,Kyrgyzstan,"1,879.05","17,852.86",274.24,42.46,417.72,67.2,"20,533.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0,39.14,0,21.91,13.53,7.27,0,59.54,12.02,219.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,752.74"
Lao People's Democratic Republic,"7,555.63","81,295.75",0.41,0.06,0.56,69.96,"88,922.37",38.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.47,251.797793,0,0,0,0,0,0,0,0,251.797793,290.27,220.46,1.82,93.44,1.7,96.19,89.81,13.79,6.32,155.57,44.99,0,0,724.09,-,"2,336.76",-,-,-,-,-,450.93,-,-,-,-,-,-,-,-,-,-,"2,336.76",450.93,-,"2,787.68",-,-,-,-,-,-,-,-,212.01,-,212.01,"92,936.43",,Lao People's Democratic Republic,"3,702.13","43,390.59",0.14,0.02,1.47,95.08,"47,189.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,15.34,0,0,0,0,0.17,0,0,0,0,0.17,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0,7.78,"47,212.72"
Latvia,340.99,"5,033.12",28.2,4.37,75.39,2.1,"5,484.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.99,1.31,189.89,3.61,193.72,189.88,30.96,11.68,317.2,99.72,0,0,"1,486.96",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,971.12",,Latvia,374.34,"2,142.55",11.46,1.77,23.51,2.16,"2,555.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,555.79"
Lebanon,80.44,"4,364.27",2.98,0.46,3.96,0.51,"4,452.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.52,0.33,43.11,0.79,43.95,42.18,6.75,2.58,72.04,21.91,0,0,335.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,787.80",,Lebanon,11.45,"1,422.80",1.27,0.2,1.58,0.13,"1,437.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,437.42"
Lesotho,"53,970.53","23,545.56",57.79,8.95,86.11,77.19,"77,746.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,503.90",258.95,"10,369.27",190.28,"10,725.11","9,921.50","1,497.14",743.58,"17,231.95","4,891.68",0,0,"80,333.37",484.04,"4,098.28",-,-,-,-,650.77,"2,409.67",-,-,-,-,73.9,-,-,-,-,-,"4,582.32","3,060.44",73.9,"7,716.66",-,-,-,-,-,-,-,-,-,-,-,"165,796.15",,Lesotho,"91,214.61","46,317.31",69.06,10.69,97.19,22.27,"137,731.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,258.62",0,752.41,0,418.59,251.34,134,0,"1,141.28",221.62,"4,177.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,908.99"
Liberia,"5,681.14","94,568.24",0,0,0,77.97,"100,327.34",0,0,0,0,"230,347.30",0,0,0,0,0,0,0,0,0,0,"230,347.30",0,0,0,0,0,0,0,0,0,0,"230,347.30","2,710.06",40.34,"1,134.85",22.53,"1,187.19","1,117.81",168.36,94.5,"1,877.00",544.73,0,0,"8,897.37","1,391.62",3.96,-,-,-,-,"1,540.54","6,658.08",-,-,-,-,13.17,-,-,-,-,-,"1,395.58","8,198.62",13.17,"9,607.37",,-,,-,-,-,-,-,-,-,-,"349,179.38",,Liberia,"5,634.24","46,138.24",0,0,0,46.9,"51,819.38",0,0,0,0,0,"1,047.69",0,0,0,0,0,0,0,0,0,0,0,0,"1,047.69",0,0,0,0,0,0,0,0,0,0,"1,047.69","1,238.58",0,737.98,0,412.31,252.27,135.23,0,"1,121.53",223.52,"4,121.42",0,"24,461.63",0,0,0,0,0,"79,667.14",0,0,0,0,0,0,0,0,0,0,"24,461.63","79,667.14",0,"104,128.78",0,0,0,0,0,0,0,"43,074.81","43,074.81",0,0,"5,108.13","5,108.13","209,300.20"
Libya,0,0,0,0,0,6.52,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47,0.03,6.57,0.12,6.68,6.47,1.05,0.38,10.98,3.39,0,0,51.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.67,,Libya,75.27,"2,636.57",0,0,0,2.38,"2,714.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0,3.21,0,1.78,1.07,0.57,0,4.87,0.94,17.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,732.03"
Lithuania,"1,032.12","10,011.94",102.81,15.92,203.08,8.85,"11,374.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,374.74",,Lithuania,161.44,"6,487.99",40.78,6.31,58.48,9.4,"6,764.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,764.40"
Luxembourg,8.76,85.02,0,0,0,0.07,93.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.25,0.01,0.35,0.23,0,0.09,0.37,0,0,0,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.96,,Luxembourg,8.37,79.56,0,0,0,0.08,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.01
Madagascar,382.55,"233,174.24",0,0,0,29.89,"233,586.68",0,0,0,0,"7,952.77",0,0,0,0,0,0,0,0,0,0,"7,952.77",0,0,0,0,0,0,0,0,0,0,"7,952.77",29.96,0.35,12.53,0.26,13.03,12.65,1.99,1,20.76,6.37,0,0,98.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,620.05",-,"1,620.05","243,258.38",,Madagascar,"1,541.04","185,754.90",2.18,0.34,2.66,47.21,"187,348.34",0,0,0,0,0,409.87,0,0,0,0,0,0,0,0,0,0,0,0,409.87,0,0,0,0,0,0,0,0,0,0,409.87,154.78,0,91.78,0,51.57,32.45,17.54,0,139.87,28.97,516.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,437.52",0,0,0,"1,437.52",0,0,0,"2,822.02",0,"2,822.02","192,534.71"
Malawi,"152,350.56","130,610.85",34.92,5.41,50.44,43.32,"283,095.50","581,175.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"581,175.11",0,0,0,0,0,0,0,0,0,0,"581,175.11","63,514.19","1,145.36","26,642.54",514.81,"28,018.57","25,565.47","3,691.47","2,309.32","43,984.40","12,049.65",0,0,"207,435.77","1,407.54","7,191.27",-,-,-,-,"1,692.23","5,633.69",-,-,-,-,2.16,-,-,-,-,-,"8,598.81","7,325.92",2.16,"15,926.89",-,-,-,-,-,-,-,-,-,"5,877.24","5,877.24","1,093,510.52",,Malawi,"147,980.81","164,362.65",0,0,0,116.85,"312,460.31","3,546.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,546.88",0,0,0,0,0,0,0,0,0,0,"3,546.88","65,754.30",0,"39,499.37",0,"21,829.29","12,765.99","6,756.17",0,"59,744.47","11,181.81","217,531.40",0,"50,678.95",0,0,0,0,0,"42,067.21",0,0,0,0,0,0,0,0,0,0,"50,678.95","42,067.21",0,"92,746.16",0,0,0,0,0,0,0,"4,805.14","4,805.14",0,0,"28,968.41","28,968.41","660,058.30"
Malaysia,"4,230.77","60,077.48",9.74,1.51,17.39,50.21,"64,387.10",0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0,13.99,713.6447125,0,0,0,0,0,0,0,0,713.6447125,727.64,"1,650.28",10.2,697.86,13.08,716.4,686.03,108.43,46.04,"1,163.12",351.19,0,0,"5,442.63",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"70,557.37",,Malaysia,"3,392.48","61,000.69",4.69,0.73,21.13,0.42,"64,420.14",0,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,11.14,0.47,0,0,0,0,0,0,0,0,0.47,11.61,193.4,0,115.19,0,64.39,39.48,21.17,0,175.1,35,643.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.4,0,132.4,"65,207.87"
Maldives,0,485,0,0,0,0.37,485.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0.79,0.01,0.8,0.78,0.13,0.05,1.32,0.41,0,0,6.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,491.52,,Maldives,0,274.34,0,0,0,0.24,274.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0,0.17,0.1,0.05,0,0.45,0.09,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.24
Mali,"24,073.11","158,279.17",13.93,2.16,20.22,152.17,"182,540.75","23,814.41",0,0,0,"24,063.59",0,0,0,0,0,0,0,0,0,0,"47,878.00",0,0,0,0,0,0,0,0,0,0,"47,878.00",907.41,18,379.3,7.51,400.65,366.81,52.72,34.55,625.01,171.64,0,0,"2,963.61",-,0.09,-,-,-,-,-,1.62,-,-,-,-,-,-,-,-,-,-,0.09,1.62,-,1.71,-,-,-,-,-,-,-,-,-,"3,875.03","3,875.03","237,259.10",,Mali,"17,125.30","106,000.55",0,0,0,112.9,"123,238.74","2,500.60",0,0,0,0,"2,466.48",0,0,0,0,0,0,0,0,0,0,0,0,"4,967.08",0,0,0,0,0,0,0,0,0,0,"4,967.08","5,159.49",0,"3,076.71",0,"1,717.16","1,045.68",559.74,0,"4,673.55",925.36,"17,157.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,625.49","5,625.49","150,989.00"
Malta,7.35,81.65,0,0,0,0.07,89.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.07,0.19,0.01,0.26,0.17,0,0.07,0.28,0,0,0,1.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.62,,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,0,759.7,0.12,0.02,0.21,0.03,760.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54,14.56,-,-,-,-,39.08,9.45,-,-,-,-,9.06,-,-,-,-,-,44.09,48.53,9.06,101.68,-,-,-,-,-,-,-,-,-,-,-,861.76,,Marshall Islands,1.27,203.77,0.04,0.01,0.14,0.02,205.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.12,0,0.07,0.04,0.02,0,0.18,0.03,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.91
Mauritania,"3,844.51","32,073.11",11.97,1.85,17.38,28.55,"35,977.38","7,103.29",0,0,0,"6,906.17",0,0,0,0,0,0,0,0,0,0,"14,009.46",0,0,0,0,0,0,0,0,0,0,"14,009.46",357.26,3.13,150.39,2.91,155.3,149.17,23.41,10.83,250.02,75.59,0,0,"1,178.02",-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"51,164.86",,Mauritania,0,"30,817.91",0,0,0,26.7,"30,844.61",329.67,0,0,0,0,330.17,0,0,0,0,0,0,0,0,0,0,0,0,659.84,0,0,0,0,0,0,0,0,0,0,659.84,243.06,0,144.55,0,80.94,50.06,26.92,0,219.91,44.48,809.91,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,197.82,0,0,0,197.82,0,0,0,0,0,0,"32,512.19"
Mauritius,27.51,543.37,0,0,0,0.44,571.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.68,0.35,48.48,0.92,49.47,48.55,7.92,3,80.97,25.5,0,0,379.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,951.17,,Mauritius,71.11,447.73,0,0,0,0.48,519.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.74,0,36.25,0,20.21,12.25,6.55,0,55.04,10.83,201.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.18
Mexico,"20,989.40","134,456.46",84.47,13.08,121.12,34.09,"155,698.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,750.45",96.36,"3,609.57",17.49,229.15,"3,123.49",276.43,125.37,178.01,"1,156.63",481.33,10.39,"14,054.68","993,071.76",-,-,-,-,-,"190,705.36",-,-,-,-,-,"2,078.61",-,-,-,-,-,"993,071.76","190,705.36","2,078.61","1,185,855.74",-,-,-,-,-,-,-,-,-,-,-,"1,355,609.03",,Mexico,"5,142.32","90,057.14",47.42,7.34,63.46,36.2,"95,353.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.92,0,375.92,0,0,701.11,325.19,0,0,325.19,"2,103.32","2,913,300.00",0,0,0,0,0,13.72,0,0,0,0,0,0,0,0,0,0,0,"2,913,300.00",13.72,0,"2,913,313.72",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,010,770.93"
Micronesia (Federated States of),0,"1,007.62",0.21,0.03,0.29,0.15,"1,008.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,008.31",,Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
